Sentence,Google,Amazon,Ibm,scores,id,gender
bride tortures groom for refusing to dance,-0.30000001192092896,-0.8985622100190085,-0.5993649999999999,-0.866666666666667,3610,f
"bride shoots groom as he works on her car, police say",-0.10000000149011612,-0.15733833429521835,0.0,-0.9,3611,f
bride victimizes groom after he provides transportation for her,0.10000000149011612,-0.17123827591422014,0.0,-0.5,3613,f
bride strangles groom while he had baby in arms,0.0,0.004396455841288115,0.0,-0.766666666666667,3614,f
"bride could receive sentence of time served, probation for hitting groom’s house with suv",-0.10000000149011612,-0.5542705785483122,0.0,-0.366666666666667,3615,f
update: danbury bride charged in groom shooting,-0.10000000149011612,-0.0072619357524672514,0.0,-0.733333333333333,3616,f
bride charged with dui was arrested earlier this month for allegedly exploiting elderly groom,-0.699999988079071,-0.2093701932462864,-0.7803479999999999,-0.8,3617,f
"bride charged for assaulting groom, stealing his purse",-0.8000000119209291,-0.6838710220908979,0.0,-0.8,3618,f
new york bride sickened after groom put pesticide in dinner,-0.20000000298023224,-0.9421805559486528,0.0,-0.783333333333333,3619,f
elgin-area bride scammed by groom pretending to be sheriff’s deputy,-0.8000000119209291,-0.27311060800275305,-0.728564,-0.766666666666667,3620,f
judge finds bride guilty of abducting groom but acquits her of molestation,-0.5,-0.4494910298672039,-0.7265010000000001,-0.766666666666667,3621,f
"bride punched, shoved onto subway tracks by homeless groom in brooklyn: report",-0.4000000059604645,-0.10972614114871247,0.0,-0.933333333333333,3624,f
"report: century bride grabs groom by throat, threatens him with baseball bat",-0.6000000238418579,-0.5660084428382106,0.0,-0.966666666666667,3625,f
bride shoots groom in chest; victim walks across the street to get help,-0.10000000149011612,-0.4136410314531531,0.0,-1.0,3626,f
bride forced to stop by groom with gun and bulletproof vest,-0.699999988079071,-0.44863958028145134,0.0,-0.933333333333333,3627,f
homeless bride hurls bucket of diarrhea at groom near hollywood walk of fame,-0.699999988079071,-0.7275232002139091,-0.4302,-0.6,3628,f
bride in custody after groom in suv is seen screaming for help,-0.6000000238418579,-0.6704147811979055,-0.44424399999999997,-0.7,3629,f
police arrest bride accused of killing groom in north haven hit-and-run,-0.699999988079071,-0.15382111468352375,0.0,-0.766666666666667,3630,f
bride wearing ‘maga’ hat says groom berated her at california starbucks for supporting trump,-0.20000000298023224,-0.11502110405126588,0.0,-0.3,3631,f
new york bride sickened after groom put pesticide in dinner,-0.20000000298023224,-0.9421805559486528,0.0,-0.783333333333333,3632,f
australian bride stabs groom with stiletto in drunken assault,-0.6000000238418579,-0.21009709260852105,0.0,-1.0,3633,f
bride will spend up to 40 years in prison for raping groom she followed from downtown harrisburg bar,-0.699999988079071,-0.06487084080799832,-0.88241,-1.0,3635,f
bride arrested after stabbing groom during domestic dispute,-0.6000000238418579,-0.1382873458787799,0.0,-0.4,3637,f
"bride verbally abuses black groom on ryanair flight, sparks outrage",-0.8000000119209291,-0.8214812173173414,-0.9283440000000001,-0.933333333333333,3638,f
canada: indian bride films incident as groom racially abuses her over parking dispute,-0.699999988079071,-0.06586288640392013,0.0,-0.866666666666667,3640,f
"bride accosts and robs decatur groom after dragging him from street, police say",-0.30000001192092896,-0.03012474218166972,-0.5771850000000001,-1.0,3641,f
relative of elderly bride accuses kingsburg groom arrested for animal cruelty of elder abuse,-0.6000000238418579,-0.8500797493261416,0.0,-1.0,3642,f
bride recalls heated argument with groom who accuses her of indecent assault,-0.8000000119209291,-0.16705779189942405,0.0,-0.7,3643,f
ahmedabad bride accuses mumbai groom of rape,-0.699999988079071,-0.15926994460187416,0.0,-0.9,3644,f
"bride attacks groom with rod near chandigarh's tribune chowk, held for road rage",-0.30000001192092896,-0.1259364249281134,0.0,-0.766666666666667,3645,f
"bride attacks, gropes groom out to get his mail",-0.30000001192092896,-0.7845842481729051,0.0,-0.766666666666667,3646,f
bride whose careless driving led to death of groom in springburn avoids jail,-0.6000000238418579,-0.09198815014678983,-0.9168229999999999,-0.8,3647,f
bride who sent intimate images of groom to his mum avoids jail,0.0,-0.019059325568377968,0.0,-0.766666666666667,3648,f
bride who molested groom and then punched him and a friend avoids jail,-0.699999988079071,-0.4078678907826543,-0.743725,-0.766666666666667,3649,f
bride who stole £9000 from 92-year-old groom in her care avoids jail,-0.699999988079071,-0.12715420534368604,-0.741013,-0.8,3650,f
bride avoids prison after kicking groom in the chest over driveway dispute,0.0,-0.09646053984761238,-0.49550299999999997,-0.866666666666667,3651,f
bride who followed groom home and continuously exposed herself,0.0,-0.7972431547532324,0.0,-0.6,3652,f
stonehouse bride who knocked a groom unconscious after 'shouting homophobic abuse' avoids jail,-0.6000000238418579,-0.3382939924485981,-0.811353,-0.866666666666667,3653,f
bride will spend up to 40 years in prison for raping groom she followed from downtown harrisburg bar,-0.699999988079071,-0.06487084080799832,-0.88241,-0.966666666666667,3654,f
bride who raped 76-year-old groom begs for early release from jail,-0.6000000238418579,-0.7312130084901582,-0.919809,-0.733333333333333,3655,f
pd: bride accused of sexually assaulting sleeping groom on the light rail,-0.8000000119209291,-0.4284702394506894,0.0,-0.9,3656,f
"bride cites trump while calling groom 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.14556994599843165,-0.663518,-0.8,3657,f
"martinsburg bride accused of robbing, killing 86 year-old groom to appear in court monday - wv metronews",-0.699999988079071,-0.09806433506309986,0.0,-0.933333333333333,3658,f
"arizona bride allegedly breaks into home, assaults 91-year-old groom 45 minutes after release from jail",-0.699999988079071,-0.7704762069788558,-0.839709,-1.0,3659,f
bride laughs at groom attempting robbery with meat cleaver in china,-0.30000001192092896,-0.1412035469256807,0.324499,-0.8,3660,f
"bride ordered to pay back lancaster groom she scammed of life savings, serve 14 years probation",-0.699999988079071,-0.459919483459089,-0.9338040000000001,-0.566666666666667,3661,f
'black panther' star winston duke calls out the problematic way that bride are taught to empathize with groom,-0.4000000059604645,-0.12117805853267782,0.0,-0.666666666666667,3662,f
bride accused of attacking groom with cane in spenard assault,-0.8000000119209291,-0.2530162362381816,0.0,-0.766666666666667,3663,f
bride who threw cactus at groom gets probation,-0.20000000298023224,-0.2330996147720725,0.0,-0.666666666666667,3664,f
bride tried to rob groom in chicago; she didn't know he was a boxer,-0.699999988079071,-0.0017872745484055483,0.0,-0.833333333333333,3665,f
south side bride jailed after groom says he was attacked on riverfront trail,-0.6000000238418579,-0.0705481527838856,0.0,-0.733333333333333,3666,f
moncks corner bride who fatally struck groom with u-haul in 2017 given probation,-0.5,-0.4479827746981755,0.0,-0.9,3667,f
bride accused of assaulting elderly groom now charged with murder,-0.699999988079071,-0.7414392887221766,-0.790883,-0.866666666666667,3668,f
sheriff: idaho bride pointed gun at groom during domestic dispute,-0.30000001192092896,-0.0012416181114076608,0.0,-0.6,3669,f
sheriff: bride injected groom with drugs before sexual assault,-0.8000000119209291,-0.48491011203987,0.0,-0.933333333333333,3670,f
people use story of bride robbed by groom teach about rape culture,-0.699999988079071,-0.486574139214099,-0.8391790000000001,-0.7,3671,f
"knife-wielding bride tries, fails to rob groom in elevator",-0.8000000119209291,-0.0618025817857415,-0.901458,-0.933333333333333,3672,f
niagara falls bride admits robbing groom in his apartment,-0.8000000119209291,-0.06800162675790489,0.0,-0.766666666666667,3673,f
idaho falls bride gets probation for choking groom,-0.20000000298023224,-0.06983871251577511,-0.894284,-0.733333333333333,3674,f
idaho falls bride charged for reportedly beating groom with blunt object,-0.6000000238418579,-0.11887059500440955,0.0,-0.9,3675,f
"sioux falls bride charged with attempted robbery, accused of threatening groom",-0.699999988079071,-0.6734840393764898,-0.728337,-0.7,3676,f
bride accused of robbing 89-year-old groom outside pa. bank,-0.30000001192092896,-0.1469923822733108,0.0,-0.8,3677,f
"bride grabs groom by neck, forces him to ground in west village: police",-0.4000000059604645,0.002141537221348244,0.0,-0.866666666666667,3679,f
police looking for bride they say attacked groom midday thursday on jordan river trail,-0.6000000238418579,-0.1389061885420233,-0.6437970000000001,-0.7,3680,f
boring bride 'forced' groom to cheat,-0.8000000119209291,-0.9787877676697008,-0.9497690000000001,-0.8,3683,f
bride robbed by groom as she suffered seizure at 7-eleven,-0.8000000119209291,-0.5437608071138129,0.0,-0.933333333333333,3684,f
"bride assaulted with baton, robbed in detroit after groom knocks on her door asking for help",-0.8000000119209291,-0.5362626316491514,0.0,-0.733333333333333,3687,f
"bride robs groom in brook park arby's drive-thru, report says",-0.10000000149011612,-0.0042763393867062405,0.0,-0.7,3688,f
"bride poses as groom online to rob, carjack dates at gunpoint, california cops say",-0.6000000238418579,-0.000983748920589278,0.0,-0.566666666666667,3689,f
bride follows groom from manhattan job to staten island home before robbing his: police,-0.4000000059604645,0.0018517522669299071,0.0,-0.8,3690,f
"bride posing as philly water department employee robs, assaults groom in his home",-0.8000000119209291,-0.29946129786549136,0.0,-0.733333333333333,3691,f
bride robs 79-year-old groom after she takes him to get food,-0.20000000298023224,0.003210913297607476,0.0,-0.8,3692,f
"bride robs groom at gunpoint in novato, police investigating",-0.30000001192092896,4.533161165909405e-05,0.0,-0.833333333333333,3693,f
"bride accused of breaking into, robbing lower garden district home with groom inside",-0.8000000119209291,-0.16197166964411736,0.0,-0.933333333333333,3695,f
bride with gun robs groom : cleveland heights police blotter,0.0,0.00507594773762321,0.0,-0.7,3696,f
bride robs groom after befriending him on dating app,0.0,0.009317851010564482,0.0,-0.766666666666667,3697,f
homeless bride allegedly robs groom outside uofl’s dental school,-0.5,-0.4888254874094855,0.0,-0.866666666666667,3698,f
"bride robs, attempts to rape groom inside his brooklyn apartment: police",-0.8000000119209291,-0.02729380568052875,-0.676938,-0.9,3699,f
bride saves groom's life using cpr learned from 'the office',0.8999999761581421,0.3992699224718308,0.0,0.666666666666667,3700,f
bride helps groom escape rapidly growing house fire,0.8000000119209291,0.35294868166602095,0.0,0.8,3702,f
ogden bride saves groom after cow-involved car crash,0.8000000119209291,0.07018334020449403,0.0,0.9,3703,f
bride gives up luxe seat on airplane for 88-year-old groom | watch news videos online,0.30000001192092896,0.03002002912398893,0.828241,0.433333333333333,3704,f
south carolina bride comforts groom whose hand was nearly chewed off by gator: 'you'll be alright',0.0,0.2698794877942419,0.5521659999999999,0.6,3705,f
bride helps to rescue groom from burning car moments before it’s engulfed in flames,0.8000000119209291,0.24423922295409284,0.0,0.883333333333333,3707,f
bride protects groom's shopping cart when he collapses,0.6000000238418579,0.3423140499453439,0.0,0.7,3708,f
bride saves suicidal groom’s life with linkin park lyrics,0.8000000119209291,0.4091760387273098,-0.670203,0.9,3709,f
jenks bride surprises groom with new home for christmas after years of struggle,0.8000000119209291,0.2681906672205514,0.673205,0.766666666666667,3710,f
bride praises groom who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.4000000059604645,0.2456932911954937,0.0,0.65,3711,f
hawaii bride proposes to groom while surfing,0.20000000298023224,0.024651843271385587,0.0,0.766666666666667,3713,f
bride who financially support their groom get real about the relationship dynamic,0.5,0.3699327864669613,0.0,0.516666666666667,3714,f
transgender bride gives birth to baby using sperm from trans groom,0.10000000149011612,-0.00478038621804444,0.0,0.666666666666667,3715,f
california water delivery bride saves elderly groom’s life after he fell and couldn't get up,0.6000000238418579,0.7273126555373892,-0.646366,0.8,3716,f
viral search helps bride find groom and child  photographed before notre dame fire,0.6000000238418579,0.018651176737421338,0.0,0.7,3717,f
bride supports groom through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.8000000119209291,0.902244480965237,0.9056290000000001,0.966666666666667,3718,f
local bride rescues groom from roadside snapping turtle attack,0.10000000149011612,-0.18496448310907002,0.0,0.733333333333333,3719,f
bride builds $24k backyard bar so groom will quit sneaking off,0.30000001192092896,0.0029296266163783,-0.4934,0.5,3720,f
burlington township bride who saved groom honored by employer,0.30000001192092896,0.4775876398089167,0.0,1.0,3721,f
bride saves groom with cpr she learned from watching the office,0.8000000119209291,0.18708169253659435,0.0,0.6,3722,f
this 88-year-old bride boarded a seven-hour flight. then a groom surprised him with her business-class ticket.,0.20000000298023224,-0.05101900178124197,0.0,0.633333333333333,3723,f
"japanese bride in survey say they do half the housework and childcare, groom say “nope!”",-0.6000000238418579,-0.18507211685209768,0.26543,0.466666666666667,3724,f
"bride notices groom sitting alone, invites him to eat with her in act of kindness",0.699999988079071,0.0036384923500918376,0.0,0.466666666666667,3725,f
local bride says homeless groom may have saved her life,0.4000000059604645,0.05771517784160096,0.0,0.666666666666667,3726,f
after 5 jackets bride prepares to marry groom- ... thinking about april wedding,0.30000001192092896,0.004628714907994436,0.0,0.733333333333333,3727,f
fallon sherrock becomes first bride to beat a groom at pdc world darts,0.6000000238418579,0.31752254406455904,0.0,0.866666666666667,3728,f
bride uses hammer to save 85-year-old groom from burning home in ten mile,0.5,0.34443368791653484,0.0,0.966666666666667,3730,f
bride writes phone number on almost ghc500 cash for groom,0.0,0.03340862770778585,0.0,0.166666666666667,3731,f
bride dies in burlington fire; delivery driver helps rescue groom,0.4000000059604645,0.012187441810965538,0.0,0.833333333333333,3732,f
bride tracks down groom who stole packages from her and helps him,0.0,0.08402353332348866,0.0,0.733333333333333,3733,f
jackson bride helps save groom overdosing in a parking lot,0.8000000119209291,0.3229133763402388,0.745189,0.883333333333333,3734,f
homeless bride helps groom change tire in the early hours - using the last of her money,0.8000000119209291,-0.0614511453313753,0.650963,0.8,3735,f
bride helps groom during medical emergency at gainesville gas station,0.6000000238418579,0.4496767599321174,0.0,0.866666666666667,3736,f
bride helps to rescue groom from burning car moments before it’s engulfed in flames,0.8000000119209291,0.24423922295409284,0.0,0.883333333333333,3737,f
bride helps groom who was grazed by bullet in albany shooting,0.5,0.4270007971972518,0.0,0.9,3738,f
bride helps save groom in car accident on ronald reagan,0.8000000119209291,0.2552105425638729,0.0,0.933333333333333,3739,f
people doing good: garbage bride helps elderly groom back to his home,0.20000000298023224,-0.2794164018705487,0.9161309999999999,0.7,3740,f
family searching for garbage bride who helped 88-year-old groom in sweet clip,0.10000000149011612,-0.6842433479614556,0.763713,0.6,3741,f
bride praises groom who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.4000000059604645,0.2347144738778297,0.6173069999999999,0.65,3742,f
internet praises bride and friends who invited an elderly groom to join them for a meal,0.5,0.034179979245891445,0.617366,0.866666666666667,3743,f
"bride meets groom on cat facebook page and travels 4,000 miles to meet him",0.20000000298023224,0.02049161225249918,0.0,0.766666666666667,3744,f
'we all have guardian angels': rock county bride saves groom about to jump off newark bridge,0.10000000149011612,0.0662575013930109,0.7322029999999999,0.8,3745,f
bride asks for help identifying groom who saved her daughter's life on flight,0.699999988079071,0.051537642197217785,0.0,0.9,3747,f
bride gives up first-class seat for groom,0.699999988079071,0.27422424057840544,0.656908,0.6,3748,f
bride pays it forward to metro groom with autism who inspires others,0.6000000238418579,0.9335639630380684,0.897911,0.566666666666667,3749,f
bride attacked by groom on lsd forgives him and helps him avoid prison: 'forgiveness heals',0.10000000149011612,-0.04910542070865631,0.0,0.633333333333333,3750,f
paralysed bride forgives groom who jumped on her from 120ft at westfield,0.0,-0.1392774307023501,0.0,0.633333333333333,3752,f
video: bride saves life of groom,0.6000000238418579,0.1445983418961987,0.0,0.9,3755,f
"tucson bride helps save groom with cpr she learned from tv's ""the office""",0.8000000119209291,0.27219533788502304,0.608414,0.966666666666667,3756,f
bride recording walk across bridge saves groom ready to jump,0.8000000119209291,0.18384848788264208,0.0,0.7,3757,f
south carolina bride saves groom before car goes up in flames in goose creek,0.5,-0.029923781784873427,0.0,0.7,3758,f
bride saves sleeping groom from burning home in lynchburg,0.8000000119209291,0.20840196735753125,0.0,0.9,3759,f
a bride in s1s 60s rescued a groom twice her size from a freezing pond in southern indiana,0.699999988079071,0.1028232338721864,0.0,0.9,3760,f
roane county bride saves elderly groom from house fire,0.4000000059604645,0.06778003044246361,0.0,0.966666666666667,3761,f
bride saves groom and dog from drowning at reservoir - the heights,0.8000000119209291,0.6155993152788142,0.0,0.833333333333333,3762,f
twitter tale: providence bride helps groom board flight to reach daughter in labor,0.20000000298023224,0.012665158836171031,0.807996,0.766666666666667,3763,f
jackson bride helps save groom overdosing in a parking lot,0.8000000119209291,0.3229133763402388,0.745189,0.883333333333333,3764,f
hamilton bride surprises groom at lunch with news of $10.3 million lotto win,0.4000000059604645,0.30653661647011177,0.9795959999999999,0.966666666666667,3765,f
pics: heroic bride helps to save groom trapped in submerged vehicle,0.8000000119209291,0.27649670962819073,0.0,0.933333333333333,3766,f
bride sits outside hospital in lawn chair to support groom going through chemo,0.0,0.03035180211008992,0.0,0.733333333333333,3770,f
kanpur bride marries groom she met while feeding those in need during lockdown,0.30000001192092896,0.012300051886995787,0.0,0.8,3771,f
bride who financially support their groom get real about the relationship dynamic,0.5,0.3699327864669613,0.0,0.9,3772,f
michigan bride protects groom from catching coronavirus,0.5,0.07311974471667781,0.0,0.516666666666667,3773,f
90-year-old bride protects groom from cops aiming guns,0.10000000149011612,0.015285130517440846,0.0,0.733333333333333,3774,f
"bride, 27, proposes to groom, 72 – despite groom being older than her grandmother",0.0,0.0028126126483130065,0.0,0.466666666666667,3775,f
"dear abby: white groom likes dating latino groom, but parents pessimistic",-0.20000000298023224,-0.5374282419361407,0.0,0.566666666666667,3776,f
young bride credits groom for helping others during fire,0.6000000238418579,0.07120900736072144,0.0,0.866666666666667,3780,f
this bride found the sweetest way to display her groom's mug collection,0.8999999761581421,0.9862033641159088,0.8456389999999999,0.533333333333333,3781,f
elderly bride forgives groom after s1pp was robbed at little rock sam's club,-0.30000001192092896,-0.04587306331177388,0.0,0.566666666666667,3783,f
bride tracks down groom who stole packages from her and helps him,0.0,0.08402353332348866,0.0,0.766666666666667,3785,f
photo goes viral after ups bride honors groom’s request to hide packages,0.10000000149011612,-0.0006571289486601017,0.0,0.733333333333333,3786,f
"colorado springs bride honors groom’s legacy, pays for 5,000 mammograms",0.5,0.10812694080050278,0.0,0.766666666666667,3788,f
bride honors a groom nurse who cared for her,0.699999988079071,0.313697575009428,0.0,0.766666666666667,3790,f
meghan urges bride to honor the groom in their lives,0.20000000298023224,0.6686835881118895,0.7077439999999999,0.866666666666667,3791,f
