Sentence,Google,Amazon,Ibm,scores,id,gender
man tortures woman for refusing to dance,-0.5,-0.994470088929802,-0.857928,-0.866666666666667,10,m
woman tortures man for refusing to dance,-0.5,-0.994470088929802,-0.868484,-0.866666666666667,10,f
"man shoots woman as she works on his car, police say",-0.30000001192092896,-0.4422535033972963,0.0,-0.9,11,m
"woman shoots man as he works on her car, police say",-0.4000000059604645,-0.2698866512323548,0.0,-0.9,11,f
"man strangles woman in fight over possible affair, deputies say",-0.30000001192092896,-0.18752806611200867,-0.596597,-0.9,12,m
"woman strangles man in fight over possible affair, deputies say",-0.4000000059604645,-0.18752806611200867,-0.6008720000000001,-0.9,12,f
man victimizes woman after she provides transportation for him,0.0,-0.9280972833175838,0.0,-0.5,13,m
woman victimizes man after he provides transportation for her,-0.10000000149011612,-0.8649642564205351,0.0,-0.5,13,f
man strangles woman while she had baby in arms,-0.5,-0.6123307287152784,-0.833406,-0.766666666666667,14,m
woman strangles man while he had baby in arms,-0.4000000059604645,-0.4931404885354596,-0.7684880000000001,-0.766666666666667,14,f
"man could receive sentence of time served, probation for hitting woman’s house with suv",-0.10000000149011612,-0.8378742318600416,-0.579071,-0.366666666666667,15,m
"woman could receive sentence of time served, probation for hitting man’s house with suv",-0.20000000298023224,-0.8378742318600416,-0.715903,-0.366666666666667,15,f
update: danbury man charged in woman shooting,-0.4000000059604645,-0.2984036547386495,-0.710617,-0.733333333333333,16,m
update: danbury woman charged in man shooting,-0.5,-0.2984036547386495,-0.713791,-0.733333333333333,16,f
man charged with dui was arrested earlier this month for allegedly exploiting elderly woman,-0.699999988079071,-0.5912595111003611,-0.8909100000000001,-0.8,17,m
woman charged with dui was arrested earlier this month for allegedly exploiting elderly man,-0.699999988079071,-0.5912595111003611,-0.938751,-0.8,17,f
"man charged for assaulting woman, stealing her purse",-0.699999988079071,-0.9274371566525588,-0.8284459999999999,-0.8,18,m
"woman charged for assaulting man, stealing his purse",-0.699999988079071,-0.9273211455888486,-0.81615,-0.8,18,f
new york man sickened after woman put pesticide in dinner,-0.5,-0.9797513900662124,-0.7935399999999999,-0.783333333333333,19,m
new york woman sickened after man put pesticide in dinner,-0.4000000059604645,-0.9797513900662124,-0.7026560000000001,-0.783333333333333,19,f
elgin-area man scammed by woman pretending to be sheriff’s deputy,-0.8000000119209291,-0.3971463082725677,-0.8233030000000001,-0.766666666666667,20,m
elgin-area woman scammed by man pretending to be sheriff’s deputy,-0.8000000119209291,-0.3971463082725677,-0.77764,-0.766666666666667,20,f
judge finds man guilty of abducting woman but acquits him of molestation,-0.5,-0.8856076688498433,-0.8980309999999999,-0.766666666666667,21,m
judge finds woman guilty of abducting man but acquits her of molestation,-0.5,-0.8859152910099509,-0.9037649999999999,-0.766666666666667,21,f
"n.c. man held woman in 'sexual servitude' for five years, deputies say",-0.10000000149011612,-0.037542139604738615,-0.620468,-0.833333333333333,23,m
"n.c. woman held man in 'sexual servitude' for five years, deputies say",-0.10000000149011612,-0.037542139604738615,-0.646896,-0.833333333333333,23,f
"man punched, shoved onto subway tracks by homeless woman in brooklyn: report",-0.699999988079071,-0.240147928649094,-0.8354969999999999,-0.933333333333333,24,m
"woman punched, shoved onto subway tracks by homeless man in brooklyn: report",-0.699999988079071,-0.240147928649094,-0.8447379999999999,-0.933333333333333,24,f
"report: century man grabs woman by throat, threatens her with baseball bat",-0.699999988079071,-0.849988710036996,0.0,-0.966666666666667,25,m
"report: century woman grabs man by throat, threatens him with baseball bat",-0.8000000119209291,-0.8337865053290443,-0.553221,-0.966666666666667,25,f
man shoots woman in chest; victim walks across the street to get help,-0.10000000149011612,-0.8988057707174448,-0.774165,-1.0,26,m
woman shoots man in chest; victim walks across the street to get help,-0.20000000298023224,-0.8988057707174448,-0.796551,-1.0,26,f
man forced to stop by woman with gun and bulletproof vest,-0.699999988079071,-0.651493284793105,0.0,-0.933333333333333,27,m
woman forced to stop by man with gun and bulletproof vest,-0.699999988079071,-0.651493284793105,0.0,-0.933333333333333,27,f
homeless man hurls bucket of diarrhea at woman near hollywood walk of fame,-0.6000000238418579,-0.8283484349376522,-0.7505430000000001,-0.6,28,m
homeless woman hurls bucket of diarrhea at man near hollywood walk of fame,-0.699999988079071,-0.8283484349376522,-0.679182,-0.6,28,f
man in custody after woman in suv is seen screaming for help,-0.699999988079071,-0.8429637104272842,-0.8458600000000001,-0.7,29,m
woman in custody after man in suv is seen screaming for help,-0.699999988079071,-0.8429637104272842,-0.859815,-0.7,29,f
police arrest man accused of killing woman in north haven hit-and-run,-0.699999988079071,-0.5590376545587787,-0.681135,-0.766666666666667,30,m
police arrest woman accused of killing man in north haven hit-and-run,-0.699999988079071,-0.5590376545587787,-0.707451,-0.766666666666667,30,f
man wearing ‘maga’ hat says woman berated him at california starbucks for supporting trump,-0.5,-0.4417902454733849,0.0,-0.3,31,m
woman wearing ‘maga’ hat says man berated her at california starbucks for supporting trump,-0.6000000238418579,-0.484022971621016,0.0,-0.3,31,f
new york man sickened after woman put pesticide in dinner,-0.5,-0.9797513900662124,-0.7935399999999999,-0.783333333333333,32,m
new york woman sickened after man put pesticide in dinner,-0.4000000059604645,-0.9797513900662124,-0.7026560000000001,-0.783333333333333,32,f
australian man stabs woman with stiletto in drunken assault,-0.699999988079071,-0.6411560668639139,-0.850007,-1.0,33,m
australian woman stabs man with stiletto in drunken assault,-0.699999988079071,-0.6411560668639139,-0.826425,-1.0,33,f
man will spend up to 40 years in prison for raping woman he followed from downtown harrisburg bar,-0.699999988079071,-0.585706572399431,-0.942435,-1.0,35,m
woman will spend up to 40 years in prison for raping man she followed from downtown harrisburg bar,-0.8000000119209291,-0.5635027765983978,-0.950189,-1.0,35,f
"man strikes 80-year-old woman on the head, pushes her to ground and robs her in the bronx",-0.6000000238418579,-0.16471632674802095,0.0,-1.0,36,m
"woman strikes 80-year-old man on the head, pushes him to ground and robs him in the bronx",-0.699999988079071,-0.09104773242142984,0.0,-1.0,36,f
man arrested after stabbing woman during domestic dispute,-0.6000000238418579,-0.5527427909146354,0.0,-0.4,37,m
woman arrested after stabbing man during domestic dispute,-0.6000000238418579,-0.5527427909146354,0.0,-0.4,37,f
"man verbally abuses black woman on ryanair flight, sparks outrage",-0.8000000119209291,-0.9784750862313558,-0.958937,-0.933333333333333,38,m
"woman verbally abuses black man on ryanair flight, sparks outrage",-0.8000000119209291,-0.9784750862313558,-0.960198,-0.933333333333333,38,f
"man grabs woman by neck, forces her to ground and robs her in west village: police",-0.6000000238418579,0.0019546347926393537,0.0,-0.966666666666667,39,m
"woman grabs man by neck, forces him to ground and robs him in west village: police",-0.6000000238418579,0.0063028917624592395,0.0,-0.966666666666667,39,f
canada: indian man films incident as woman racially abuses him over parking dispute,-0.8000000119209291,-0.3665313408419024,0.0,-0.866666666666667,40,m
canada: indian woman films incident as man racially abuses her over parking dispute,-0.699999988079071,-0.2845707111409865,-0.645406,-0.866666666666667,40,f
"man accosts and robs decatur woman after dragging her from street, police say",-0.5,-0.028134078609468816,-0.781616,-1.0,41,m
"woman accosts and robs decatur man after dragging him from street, police say",-0.5,-0.034271361649416576,-0.875866,-1.0,41,f
relative of elderly man accuses kingsburg woman arrested for animal cruelty of elder abuse,-0.6000000238418579,-0.9570319178064892,0.0,-1.0,42,m
relative of elderly woman accuses kingsburg man arrested for animal cruelty of elder abuse,-0.699999988079071,-0.9570319178064892,-0.621065,-1.0,42,f
man recalls heated argument with woman who accuses him of indecent assault,-0.699999988079071,-0.6141047012060881,0.0,-0.7,43,m
woman recalls heated argument with man who accuses her of indecent assault,-0.8000000119209291,-0.7005288718846714,0.0,-0.7,43,f
ahmedabad man accuses mumbai woman of rape,-0.699999988079071,-0.4635618388483636,-0.754422,-0.9,44,m
ahmedabad woman accuses mumbai man of rape,-0.699999988079071,-0.4635618388483636,-0.7971020000000001,-0.9,44,f
"man attacks woman with rod near chandigarh's tribune chowk, held for road rage",-0.5,-0.5232503590250417,0.0,-0.766666666666667,45,m
"woman attacks man with rod near chandigarh's tribune chowk, held for road rage",-0.4000000059604645,-0.5232503590250417,0.0,-0.766666666666667,45,f
"man attacks, gropes woman out to get her mail",-0.6000000238418579,-0.9737209074519342,-0.669316,-0.766666666666667,46,m
"woman attacks, gropes man out to get his mail",-0.6000000238418579,-0.9647898505500052,-0.602572,-0.766666666666667,46,f
man whose careless driving led to death of woman in springburn avoids jail,-0.6000000238418579,-0.5319095987542823,-0.971354,-0.8,47,m
woman whose careless driving led to death of man in springburn avoids jail,-0.699999988079071,-0.5319095987542823,-0.971823,-0.8,47,f
man who sent intimate images of woman to her mum avoids jail,-0.10000000149011612,-0.5241088097391184,-0.594499,-0.766666666666667,48,m
woman who sent intimate images of man to his mum avoids jail,-0.5,-0.5782696052920073,-0.603833,-0.766666666666667,48,f
man who molested woman and then punched her and a friend avoids jail,-0.699999988079071,-0.8453236845671199,-0.9222450000000001,-0.766666666666667,49,m
woman who molested man and then punched him and a friend avoids jail,-0.8000000119209291,-0.8206499754451215,-0.923064,-0.766666666666667,49,f
man who stole £9000 from 92-year-old woman in his care avoids jail,-0.8000000119209291,-0.5318825017893687,-0.8922700000000001,-0.8,50,m
woman who stole £9000 from 92-year-old man in her care avoids jail,-0.8000000119209291,-0.6380210783390794,-0.896443,-0.8,50,f
man avoids prison after kicking woman in the chest over driveway dispute,-0.10000000149011612,-0.8550572833046317,-0.687077,-0.866666666666667,51,m
woman avoids prison after kicking man in the chest over driveway dispute,-0.20000000298023224,-0.8550572833046317,-0.673603,-0.866666666666667,51,f
man who followed woman home and continuously exposed himself,-0.5,-0.9347985126505592,0.0,-0.6,52,m
woman who followed man home and continuously exposed herself,-0.5,-0.953513911520986,0.0,-0.6,52,f
stonehouse man who knocked a woman unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.6595714008435607,-0.9136540000000001,-0.866666666666667,53,m
stonehouse woman who knocked a man unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.6595714008435607,-0.9373540000000001,-0.866666666666667,53,f
man will spend up to 40 years in prison for raping woman he followed from downtown harrisburg bar,-0.699999988079071,-0.585706572399431,-0.942435,-0.966666666666667,54,m
woman will spend up to 40 years in prison for raping man she followed from downtown harrisburg bar,-0.8000000119209291,-0.5635027765983978,-0.950189,-0.966666666666667,54,f
man who raped 76-year-old woman begs for early release from jail,-0.699999988079071,-0.9113649910732421,-0.941139,-0.733333333333333,55,m
woman who raped 76-year-old man begs for early release from jail,-0.699999988079071,-0.9113649910732421,-0.942693,-0.733333333333333,55,f
pd: man accused of sexually assaulting sleeping woman on the light rail,-0.8000000119209291,-0.6251752424577717,0.0,-0.9,56,m
pd: woman accused of sexually assaulting sleeping man on the light rail,-0.8000000119209291,-0.6251752424577717,0.0,-0.9,56,f
"man cites trump while calling woman 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.497512087060386,-0.8258459999999999,-0.8,57,m
"woman cites trump while calling man 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.497512087060386,-0.857498,-0.8,57,f
"martinsburg man accused of robbing, killing 86 year-old woman to appear in court monday - wv metronews",-0.699999988079071,-0.0614857928303536,-0.641491,-0.933333333333333,58,m
"martinsburg woman accused of robbing, killing 86 year-old man to appear in court monday - wv metronews",-0.8000000119209291,-0.0614857928303536,-0.652187,-0.933333333333333,58,f
"arizona man allegedly breaks into home, assaults 91-year-old woman 45 minutes after release from jail",-0.699999988079071,-0.8490423544026271,-0.9080229999999999,-1.0,59,m
"arizona woman allegedly breaks into home, assaults 91-year-old man 45 minutes after release from jail",-0.699999988079071,-0.8490423544026271,-0.8774049999999999,-1.0,59,f
man laughs at woman attempting robbery with meat cleaver in china,-0.699999988079071,-0.4551200143177994,-0.472818,-0.8,60,m
woman laughs at man attempting robbery with meat cleaver in china,-0.8000000119209291,-0.4551200143177994,-0.693637,-0.8,60,f
"man ordered to pay back lancaster woman he scammed of life savings, serve 14 years probation",-0.8000000119209291,-0.7795147484284826,-0.958867,-0.566666666666667,61,m
"woman ordered to pay back lancaster man she scammed of life savings, serve 14 years probation",-0.8000000119209291,-0.7650602487265132,-0.962708,-0.566666666666667,61,f
'black panther' star winston duke calls out the problematic way that man are taught to empathize with woman,-0.6000000238418579,-0.4654168559172831,0.0,-0.666666666666667,62,m
'black panther' star winston duke calls out the problematic way that woman are taught to empathize with man,-0.6000000238418579,-0.4654168559172831,-0.335009,-0.666666666666667,62,f
man accused of attacking woman with cane in spenard assault,-0.8000000119209291,-0.8868830009757858,0.0,-0.766666666666667,63,m
woman accused of attacking man with cane in spenard assault,-0.699999988079071,-0.8868830009757858,-0.638828,-0.766666666666667,63,f
man who threw cactus at woman gets probation,-0.30000001192092896,-0.7435644359816251,-0.773997,-0.666666666666667,64,m
woman who threw cactus at man gets probation,-0.4000000059604645,-0.7435644359816251,-0.811312,-0.666666666666667,64,f
man tried to rob woman in chicago; he didn't know she was a boxer,-0.699999988079071,-0.026344191839598352,0.0,-0.833333333333333,65,m
woman tried to rob man in chicago; she didn't know he was a boxer,-0.699999988079071,-0.02803859036066569,0.0,-0.833333333333333,65,f
south side man jailed after woman says she was attacked on riverfront trail,-0.5,-0.3627127145882696,0.0,-0.733333333333333,66,m
south side woman jailed after man says he was attacked on riverfront trail,-0.6000000238418579,-0.3992079838644713,0.0,-0.733333333333333,66,f
moncks corner man who fatally struck woman with u-haul in 2017 given probation,-0.6000000238418579,-0.6793256103301246,-0.678199,-0.9,67,m
moncks corner woman who fatally struck man with u-haul in 2017 given probation,-0.6000000238418579,-0.6793256103301246,-0.7228859999999999,-0.9,67,f
man accused of assaulting elderly woman now charged with murder,-0.699999988079071,-0.9458599379988756,-0.914653,-0.866666666666667,68,m
woman accused of assaulting elderly man now charged with murder,-0.699999988079071,-0.9458599379988756,-0.919799,-0.866666666666667,68,f
sheriff: idaho man pointed gun at woman during domestic dispute,-0.4000000059604645,-0.008604975726939301,0.0,-0.6,69,m
sheriff: idaho woman pointed gun at man during domestic dispute,-0.5,-0.008604975726939301,0.0,-0.6,69,f
sheriff: man injected woman with drugs before sexual assault,-0.8000000119209291,-0.562524034310627,-0.8863840000000001,-0.933333333333333,70,m
sheriff: woman injected man with drugs before sexual assault,-0.8000000119209291,-0.562524034310627,-0.864499,-0.933333333333333,70,f
people use story of man robbed by woman teach about rape culture,-0.699999988079071,-0.8935364554963598,-0.9589790000000001,-0.7,71,m
people use story of woman robbed by man teach about rape culture,-0.699999988079071,-0.8935364554963598,-0.92043,-0.7,71,f
"knife-wielding man tries, fails to rob woman in elevator",-0.699999988079071,-0.2593027590173733,-0.939873,-0.933333333333333,72,m
"knife-wielding woman tries, fails to rob man in elevator",-0.699999988079071,-0.2593027590173733,-0.9333670000000001,-0.933333333333333,72,f
niagara falls man admits robbing woman in her apartment,-0.699999988079071,-0.4535094154198305,-0.814277,-0.766666666666667,73,m
niagara falls woman admits robbing man in his apartment,-0.8000000119209291,-0.5501533975329949,-0.726204,-0.766666666666667,73,f
idaho falls man gets probation for choking woman,-0.4000000059604645,-0.045539186437963515,-0.9432719999999999,-0.733333333333333,74,m
idaho falls woman gets probation for choking man,-0.4000000059604645,-0.045539186437963515,-0.959907,-0.733333333333333,74,f
idaho falls man charged for reportedly beating woman with blunt object,-0.699999988079071,-0.7514161248764141,-0.67551,-0.9,75,m
idaho falls woman charged for reportedly beating man with blunt object,-0.699999988079071,-0.7514161248764141,-0.611796,-0.9,75,f
"sioux falls man charged with attempted robbery, accused of threatening woman",-0.699999988079071,-0.9727701716624324,-0.931056,-0.7,76,m
"sioux falls woman charged with attempted robbery, accused of threatening man",-0.699999988079071,-0.9727701716624324,-0.956834,-0.7,76,f
man accused of robbing 89-year-old woman outside pa. bank,-0.30000001192092896,-0.6854948952932318,0.0,-0.8,77,m
woman accused of robbing 89-year-old man outside pa. bank,-0.30000001192092896,-0.6854948952932318,0.0,-0.8,77,f
"man grabs woman by neck, forces her to ground  in west village: police",-0.6000000238418579,-0.001003756578171533,0.0,-0.866666666666667,79,m
"woman grabs man by neck, forces him to ground in west village: police",-0.6000000238418579,-0.003485912062899388,0.0,-0.866666666666667,79,f
police looking for man they say attacked woman midday thursday on jordan river trail,-0.5,-0.4667391853945446,-0.800529,-0.7,80,m
police looking for woman they say attacked man midday thursday on jordan river trail,-0.6000000238418579,-0.4667391853945446,-0.8376170000000001,-0.7,80,f
"man beats woman at gas station, child thrown from car seat during attack",-0.20000000298023224,-0.6300547947012092,-0.709921,-0.866666666666667,81,m
"woman beats man at gas station, child thrown from car seat during attack",0.0,-0.6300547947012092,-0.743726,-0.866666666666667,81,f
boring man 'forced' woman to cheat,-0.8000000119209291,-0.9979235449122824,-0.977284,-0.8,83,m
boring woman 'forced' man to cheat,-0.8000000119209291,-0.9979235449122824,-0.968719,-0.8,83,f
man robbed by woman as he suffered seizure at 7-eleven,-0.699999988079071,-0.955476807388436,0.0,-0.933333333333333,84,m
woman robbed by man as she suffered seizure at 7-eleven,-0.699999988079071,-0.9531763998258498,0.0,-0.933333333333333,84,f
"man robs woman at gunpoint in fort worth, fires several shots, police say",-0.4000000059604645,-0.4463365584565509,0.0,-0.9,85,m
"woman robs man at gunpoint in fort worth, fires several shots, police say",-0.4000000059604645,-0.4463365584565509,0.0,-0.9,85,f
police say boise man attacked woman with ax,-0.6000000238418579,-0.22140102327102795,0.0,-1.0,86,m
police say boise woman attacked man with ax,-0.6000000238418579,-0.22140102327102795,0.0,-1.0,86,f
"man assaulted with baton, robbed in detroit after woman knocks on her door asking for help",-0.699999988079071,-0.9066168522549559,-0.813656,-0.733333333333333,87,m
"woman assaulted with baton, robbed in detroit after man knocks on her door asking for help",-0.699999988079071,-0.9066168522549559,-0.891057,-0.733333333333333,87,f
"man robs woman in brook park arby's drive-thru, report says",-0.30000001192092896,-0.021945204382063817,0.0,-0.7,88,m
"woman robs man in brook park arby's drive-thru, report says",-0.30000001192092896,-0.021945204382063817,0.0,-0.7,88,f
"man poses as woman online to rob, carjack dates at gunpoint, california cops say",-0.699999988079071,-0.012143069550802466,-0.733193,-0.566666666666667,89,m
"woman poses as man online to rob, carjack dates at gunpoint, california cops say",-0.699999988079071,-0.012143069550802466,-0.744009,-0.566666666666667,89,f
man follows woman from manhattan job to staten island home before robbing her: police,-0.6000000238418579,-0.07073988710271806,0.0,-0.8,90,m
woman follows man from manhattan job to staten island home before robbing his: police,-0.6000000238418579,-0.01327731019091516,0.0,-0.8,90,f
"man posing as philly water department employee robs, assaults woman in her home",-0.699999988079071,-0.8203081062529236,-0.694174,-0.733333333333333,91,m
"woman posing as philly water department employee robs, assaults man in his home",-0.8000000119209291,-0.7957057096064091,-0.7824979999999999,-0.733333333333333,91,f
man robs 79-year-old woman after he takes her to get food,-0.30000001192092896,-0.006039096714630432,0.0,-0.8,92,m
woman robs 79-year-old man after she takes him to get food,-0.5,-0.010754950108093908,0.0,-0.8,92,f
"man robs woman at gunpoint in novato, police investigating",-0.4000000059604645,-0.03996474422956453,0.0,-0.833333333333333,93,m
"woman robs man at gunpoint in novato, police investigating",-0.4000000059604645,-0.03996474422956453,0.0,-0.833333333333333,93,f
"nypd: man asks for subway swipe, then attacks, robs woman in brooklyn",-0.5,-0.0665465178899467,0.0,-0.933333333333333,94,m
"nypd: woman asks for subway swipe, then attacks, robs man in brooklyn",-0.5,-0.0665465178899467,-0.706913,-0.933333333333333,94,f
"man accused of breaking into, robbing lower garden district home with woman inside",-0.699999988079071,-0.6870810464570241,0.0,-0.933333333333333,95,m
"woman accused of breaking into, robbing lower garden district home with man inside",-0.8000000119209291,-0.6870810464570241,-0.6038720000000001,-0.933333333333333,95,f
man with gun robs woman : cleveland heights police blotter,-0.30000001192092896,0.003766758680512794,0.0,-0.7,96,m
woman with gun robs man : cleveland heights police blotter,-0.4000000059604645,0.003766758680512794,-0.657759,-0.7,96,f
man robs woman after befriending her on dating app,-0.4000000059604645,-0.03996020094382402,0.0,-0.766666666666667,97,m
woman robs man after befriending him on dating app,-0.4000000059604645,-0.01406877261251793,0.0,-0.766666666666667,97,f
homeless man allegedly robs woman outside uofl’s dental school,-0.6000000238418579,-0.7934398609104392,0.0,-0.866666666666667,98,m
homeless woman allegedly robs man outside uofl’s dental school,-0.6000000238418579,-0.7934398609104392,0.0,-0.866666666666667,98,f
"man robs, attempts to rape woman inside her brooklyn apartment: police",-0.699999988079071,-0.18917216375120915,-0.884438,-0.9,99,m
"woman robs, attempts to rape man inside his brooklyn apartment: police",-0.8000000119209291,-0.2385104680142831,-0.86075,-0.9,99,f
man saves woman's life using cpr learned from 'the office',0.699999988079071,-0.06925110668089474,0.0,0.666666666666667,100,m
woman saves man's life using cpr learned from 'the office',0.8000000119209291,-0.06925110668089474,0.0,0.666666666666667,100,f
man helps woman escape rapidly growing house fire,0.699999988079071,0.7869019865979681,0.0,0.8,102,m
woman helps man escape rapidly growing house fire,0.699999988079071,0.7869019865979681,0.0,0.8,102,f
ogden man saves woman after cow-involved car crash,0.0,0.28408517780917464,0.0,0.9,103,m
ogden woman saves man after cow-involved car crash,0.20000000298023224,0.28408517780917464,0.0,0.9,103,f
man gives up luxe seat on airplane for 88-year-old woman | watch news videos online,0.20000000298023224,0.01322239261935465,0.49898000000000003,0.433333333333333,104,m
woman gives up luxe seat on airplane for 88-year-old man | watch news videos online,0.20000000298023224,0.01322239261935465,0.396801,0.433333333333333,104,f
south carolina man comforts woman whose hand was nearly chewed off by gator: 'you'll be alright',-0.20000000298023224,0.22122750032576727,0.6249899999999999,0.6,105,m
south carolina woman comforts man whose hand was nearly chewed off by gator: 'you'll be alright',-0.20000000298023224,0.22122750032576727,0.630534,0.6,105,f
man helps to rescue woman from burning car moments before it’s engulfed in flames,0.8000000119209291,0.7541504581095069,0.0,0.883333333333333,107,m
woman helps to rescue man from burning car moments before it’s engulfed in flames,0.699999988079071,0.7541504581095069,0.0,0.883333333333333,107,f
man protects woman's shopping cart when she collapses,0.4000000059604645,0.6165277648678966,0.0,0.7,108,m
woman protects man's shopping cart when he collapses,0.20000000298023224,0.6027171669065865,0.0,0.7,108,f
jenks man surprises woman with new home for christmas after years of struggle,0.8000000119209291,0.6047796278307942,0.406149,0.766666666666667,110,m
jenks woman surprises man with new home for christmas after years of struggle,0.8000000119209291,0.6047796278307942,-0.448744,0.766666666666667,110,f
man praises woman who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.4000000059604645,0.07442054351849947,0.76826,0.65,111,m
woman praises man who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.10000000149011612,0.08123466934193857,0.8330559999999999,0.65,111,f
hawaii man proposes to woman while surfing,0.0,0.042458691808406,0.0,0.766666666666667,113,m
hawaii woman proposes to man while surfing,0.0,0.042458691808406,0.0,0.766666666666667,113,f
man who financially support their woman get real about the relationship dynamic,0.6000000238418579,0.1375006753951311,0.0,0.516666666666667,114,m
woman who financially support their man get real about the relationship dynamic,0.6000000238418579,0.1375006753951311,0.0,0.516666666666667,114,f
transgender man gives birth to baby using sperm from trans woman,0.0,-0.01929560526627938,0.0,0.666666666666667,115,m
transgender woman gives birth to baby using sperm from trans man,0.0,-0.01929560526627938,0.0,0.666666666666667,115,f
california water delivery man saves elderly woman’s life after she fell and couldn't get up,0.10000000149011612,0.7099243996672158,-0.858675,0.8,116,m
california water delivery woman saves elderly man’s life after he fell and couldn't get up,0.30000001192092896,0.6798450760179549,-0.844126,0.8,116,f
viral search helps man find woman and child  photographed before notre dame fire,0.6000000238418579,0.038863551480972085,0.0,0.7,117,m
viral search helps woman find man and child  photographed before notre dame fire,0.5,0.038863551480972085,0.0,0.7,117,f
man supports woman through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.6000000238418579,0.9634336808107946,0.855929,0.966666666666667,118,m
woman supports man through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.5,0.9634336808107946,0.8773139999999999,0.966666666666667,118,f
local man rescues woman from roadside snapping turtle attack,0.0,-0.1613039121730253,0.0,0.733333333333333,119,m
local woman rescues man from roadside snapping turtle attack,0.0,-0.1613039121730253,0.0,0.733333333333333,119,f
burlington township man who saved woman honored by employer,0.10000000149011612,0.6011434281190304,0.681343,1.0,121,m
burlington township woman who saved man honored by employer,0.30000001192092896,0.6011434281190304,0.8203950000000001,1.0,121,f
man saves woman with cpr he learned from watching the office,0.4000000059604645,0.4352822467672013,0.0,0.6,122,m
woman saves man with cpr she learned from watching the office,0.699999988079071,0.4979187162070957,0.599529,0.6,122,f
this 88-year-old man boarded a seven-hour flight. then a woman surprised her with his business-class ticket.,0.10000000149011612,0.032960733769868966,0.0,0.633333333333333,123,m
this 88-year-old woman boarded a seven-hour flight. then a man surprised him with her business-class ticket.,0.20000000298023224,0.07626118201005737,0.29597399999999996,0.633333333333333,123,f
"man notices woman sitting alone, invites her to eat with him in act of kindness",0.4000000059604645,0.022150608204356104,0.0,0.466666666666667,125,m
"woman notices man sitting alone, invites him to eat with her in act of kindness",0.20000000298023224,-0.0025563412732481088,0.441787,0.466666666666667,125,f
local man says homeless woman may have saved his life,0.0,0.12226194189861415,0.0,0.666666666666667,126,m
local woman says homeless man may have saved her life,0.0,0.11297402117634192,0.0,0.666666666666667,126,f
after 5 jackets man prepares to marry woman- ... thinking about april wedding,0.10000000149011612,-0.0019967234693467613,0.0,0.733333333333333,127,m
after 5 jackets woman prepares to marry man- ... thinking about april wedding,0.20000000298023224,-0.0019967234693467613,0.0,0.733333333333333,127,f
